0.37037;0.0385964;-0.00925926;-0.0334785;-0.0997889;-0.240563;-2.6943;-0.37037;-0.19245;-2.6943;;-0.0385964;0.0385964;0.240563;-2.6943;-0.240563;-0.000571375;0.0237266;0.0740741;-0.0997889;-0.0300703;0.000730138;0.00960362;0.0196693;-0.0215544;-0.00890973;0.0334785;0.000571375;-0.00705126;-0.0137174;-0.0237266;-0.0385964;-0.0334785;-0.0240563;-0.0997889;-0.0334785;-0.00925926;-0.0237266;0.000571375;0.0300703;-0.00531547;0.00531547;0.0196693;-0.000571375;-0.00769711;-0.00712778;-0.00769711;-0.0237266;-0.0137174;-0.00705126;-0.0215544;-0.00769711;0.00296895;-0.00960362;-0.000730138;0.00890973;-0.00374809;0.00142949;0.0072642;-0.00925926;0.000730138;-0.00277737;-0.00300703;-0.00277737;0.000730138;-0.00531547;-0.00533598;-0.00339522;-0.00960362;-0.00533598;-0.00115741;-0.00785511;-0.00277737;0.0022898;-0.00453575;-0.000549483;0.00375879;-0.00142949;-0.00240774;-0.00178555;-0.000549483;-0.00374809;-0.00296296;-0.00122302;-0.00453575;-0.00240774;0.000152878;-0.00369589;-0.00128145;0.00142844;-0.00244876;-0.000364708;0.0019245;-0.00335683;
0.0240563;-0.000571375;-0.00769711;-0.00712778;-0.00769711;-0.000571375;0.19245;-0.0385964;-0.0334785;-0.0334785;-0.0385964;;-2.6943;-0.37037;-0.37037;-2.6943;0.19245;0.37037;2.6943;2.6943;0.37037;0.0240563;0.0334785;0.0385964;0.0385964;0.0334785;0.00705126;-0.00531547;-0.00533598;-0.00339522;-0.000730138;0.00925926;-0.0237266;-0.0137174;-0.240563;-0.0997889;-0.0334785;-0.240563;-0.0385964;0.0385964;0.00925926;0.0334785;0.0997889;-0.00296895;-0.00960362;-0.00533598;-0.00115741;-0.0300703;-0.0215544;-0.00769711;-0.0740741;-0.0237266;0.000571375;-0.0300703;-0.000571375;0.0237266;-0.00296895;0.00769711;0.0215544;-0.0237266;-0.0022898;-0.00453575;-0.00240774;0.000152878;0.00374809;-0.00890973;-0.00785511;-0.00277737;-0.0196693;-0.00960362;-0.000730138;-0.0196693;-0.00531547;0.00531547;-0.00890973;0.000730138;0.00960362;-0.00375879;-0.00369589;-0.00128145;0.00142844;-0.0072642;-0.00453575;-0.000549483;-0.00925926;-0.00374809;0.00142949;-0.0072642;-0.00142949;0.00374809;-0.00375879;0.000549483;0.00453575;-0.00785511;
0.0334785;-0.0300703;-0.0215544;-0.00769711;0.00296895;0.0237266;0.37037;-0.240563;-0.0997889;-0.00925926;0.0385964;-2.6943;;-2.6943;-0.19245;-0.37037;-0.0385964;-0.240563;-2.6943;0.240563;0.0385964;-0.000571375;-0.0300703;-0.0997889;0.0740741;0.0237266;-0.000571375;-0.0196693;-0.00960362;-0.000730138;0.00890973;-0.0385964;-0.0740741;-0.0237266;-2.6943;-0.240563;-0.0385964;0.37037;0.19245;0.37037;0.0334785;0.00925926;-0.0385964;-0.0237266;-0.0196693;-0.00531547;0.00531547;-0.0997889;-0.0300703;-0.000571375;-0.0385964;0.00925926;0.0334785;0.0334785;0.0240563;0.0334785;0.0137174;0.00705126;-0.000571375;0.0237266;-0.00960362;-0.0072642;-0.00142949;0.00374809;0.00925926;-0.0215544;-0.00890973;0.000730138;-0.0237266;-0.00296895;0.00769711;-0.000571375;0.00705126;0.0137174;0.00769711;0.00712778;0.00769711;-0.00785511;-0.00375879;0.000549483;0.00453575;-0.00960362;-0.0022898;0.00277737;-0.00531547;0.00115741;0.00533598;0.000730138;0.00339522;0.00533598;0.00277737;0.00300703;0.00277737;-0.000730138;
0.0385964;-0.0997889;-0.0300703;-0.000571375;0.0237266;0.0740741;2.6943;-2.6943;-0.240563;0.0385964;0.240563;-0.37037;-2.6943;;-0.37037;-0.19245;-0.0334785;-0.0997889;-0.240563;0.0385964;-0.00925926;-0.00769711;-0.0215544;-0.0300703;0.0237266;0.00296895;-0.0334785;-0.0237266;-0.00296895;0.00769711;0.0215544;-0.37037;-0.0385964;0.00925926;2.6943;0.37037;0.19245;0.0385964;-0.0385964;-0.240563;0.000571375;-0.0237266;-0.0740741;-0.0334785;-0.000571375;0.00705126;0.0137174;0.0385964;0.0334785;0.0240563;0.0997889;0.0334785;0.00925926;0.0237266;-0.000571375;-0.0300703;0.00531547;-0.00531547;-0.0196693;0.0196693;-0.00769711;0.000730138;0.00339522;0.00533598;0.00531547;0.000571375;0.00769711;0.00712778;0.0237266;0.0137174;0.00705126;0.0215544;0.00769711;-0.00296895;0.00960362;0.000730138;-0.00890973;-0.000730138;0.00277737;0.00300703;0.00277737;0.00531547;0.00533598;0.00339522;0.00960362;0.00533598;0.00115741;0.00785511;0.00277737;-0.0022898;0.00453575;0.000549483;-0.00375879;0.0072642;
0.0385964;0.0740741;0.0237266;-0.000571375;-0.0300703;-0.0997889;2.6943;0.240563;0.0385964;-0.240563;-2.6943;-0.37037;-0.19245;-0.37037;;-2.6943;-0.0334785;-0.00925926;0.0385964;-0.240563;-0.0997889;-0.00769711;0.00296895;0.0237266;-0.0300703;-0.0215544;0.0237266;0.0196693;0.00531547;-0.00531547;-0.0196693;0.0997889;0.0300703;0.000571375;0.0385964;-0.00925926;-0.0334785;-0.0334785;-0.0240563;-0.0334785;-0.0137174;-0.00705126;0.000571375;0.0215544;0.00890973;-0.000730138;-0.00960362;0.0237266;0.00296895;-0.00769711;0.000571375;-0.00705126;-0.0137174;-0.00769711;-0.00712778;-0.00769711;-0.00533598;-0.00339522;-0.000730138;-0.00531547;0.00785511;0.00375879;-0.000549483;-0.00453575;-0.0072642;0.00960362;0.0022898;-0.00277737;0.00531547;-0.00115741;-0.00533598;-0.000730138;-0.00339522;-0.00533598;-0.00277737;-0.00300703;-0.00277737;0.00453575;0.00142844;-0.00128145;-0.00369589;0.00374809;0.000152878;-0.00240774;0.00142949;-0.00122302;-0.00296296;-0.000549483;-0.00178555;-0.00240774;-0.00128145;-0.0015396;-0.00128145;0.000549483;
0.0334785;0.0237266;0.00296895;-0.00769711;-0.0215544;-0.0300703;0.37037;0.0385964;-0.00925926;-0.0997889;-0.240563;-2.6943;-0.37037;-0.19245;-2.6943;;-0.0385964;0.0385964;0.240563;-2.6943;-0.240563;-0.000571375;0.0237266;0.0740741;-0.0997889;-0.0300703;0.0137174;0.00531547;-0.00115741;-0.00533598;-0.00960362;0.0334785;0.000571375;-0.00705126;-0.0385964;-0.0334785;-0.0240563;-0.0997889;-0.0334785;-0.00925926;-0.0237266;0.000571375;0.0300703;0.00769711;-0.000730138;-0.00339522;-0.00533598;-0.000571375;-0.00769711;-0.00712778;-0.0237266;-0.0137174;-0.00705126;-0.0215544;-0.00769711;0.00296895;-0.00960362;-0.000730138;0.00890973;-0.0196693;0.00277737;-0.000549483;-0.00178555;-0.00240774;-0.00142949;0.000730138;-0.00277737;-0.00300703;-0.00531547;-0.00533598;-0.00339522;-0.00960362;-0.00533598;-0.00115741;-0.00785511;-0.00277737;0.0022898;0.000549483;-0.00128145;-0.0015396;-0.00128145;-0.00142949;-0.00240774;-0.00178555;-0.00374809;-0.00296296;-0.00122302;-0.00453575;-0.00240774;0.000152878;-0.00369589;-0.00128145;0.00142844;-0.00375879;
0.00712778;0.000730138;-0.00277737;-0.00300703;-0.00277737;0.000730138;0.0240563;-0.000571375;-0.00769711;-0.00769711;-0.000571375;0.19245;-0.0385964;-0.0334785;-0.0334785;-0.0385964;;-2.6943;-0.37037;-0.37037;-2.6943;0.19245;0.37037;2.6943;2.6943;0.37037;0.00339522;-0.00142949;-0.00240774;-0.00178555;-0.000549483;0.00705126;-0.00531547;-0.00533598;0.00925926;-0.0237266;-0.0137174;-0.240563;-0.0997889;-0.0334785;-0.240563;-0.0385964;0.0385964;0.00115741;-0.00374809;-0.00296296;-0.00122302;-0.00296895;-0.00960362;-0.00533598;-0.0300703;-0.0215544;-0.00769711;-0.0740741;-0.0237266;0.000571375;-0.0300703;-0.000571375;0.0237266;-0.0997889;-0.000152878;-0.00233964;-0.0016539;-0.000342936;0.00152507;-0.0022898;-0.00453575;-0.00240774;-0.00890973;-0.00785511;-0.00277737;-0.0196693;-0.00960362;-0.000730138;-0.0196693;-0.00531547;0.00531547;-0.00142844;-0.00244876;-0.00123994;0.000371119;-0.00375879;-0.00369589;-0.00128145;-0.0072642;-0.00453575;-0.000549483;-0.00925926;-0.00374809;0.00142949;-0.0072642;-0.00142949;0.00374809;-0.00960362;
0.00769711;-0.00890973;-0.00785511;-0.00277737;0.0022898;0.00960362;0.0334785;-0.0300703;-0.0215544;0.00296895;0.0237266;0.37037;-0.240563;-0.0997889;-0.00925926;0.0385964;-2.6943;;-2.6943;-0.19245;-0.37037;-0.0385964;-0.240563;-2.6943;0.240563;0.0385964;0.000730138;-0.0072642;-0.00453575;-0.000549483;0.00375879;-0.000571375;-0.0196693;-0.00960362;-0.0385964;-0.0740741;-0.0237266;-2.6943;-0.240563;-0.0385964;0.37037;0.19245;0.37037;-0.00531547;-0.00925926;-0.00374809;0.00142949;-0.0237266;-0.0196693;-0.00531547;-0.0997889;-0.0300703;-0.000571375;-0.0385964;0.00925926;0.0334785;0.0334785;0.0240563;0.0334785;0.0385964;-0.00374809;-0.00455576;-0.00152507;0.00152507;0.00455576;-0.00960362;-0.0072642;-0.00142949;-0.0215544;-0.00890973;0.000730138;-0.0237266;-0.00296895;0.00769711;-0.000571375;0.00705126;0.0137174;-0.00453575;-0.00335683;-0.000427815;0.00233964;-0.00785511;-0.00375879;0.000549483;-0.00960362;-0.0022898;0.00277737;-0.00531547;0.00115741;0.00533598;0.000730138;0.00339522;0.00533598;-0.00769711;
0.000571375;-0.0215544;-0.00890973;0.000730138;0.00960362;0.0196693;0.0385964;-0.0997889;-0.0300703;0.0237266;0.0740741;2.6943;-2.6943;-0.240563;0.0385964;0.240563;-0.37037;-2.6943;;-0.37037;-0.19245;-0.0334785;-0.0997889;-0.240563;0.0385964;-0.00925926;-0.00769711;-0.00960362;-0.0022898;0.00277737;0.00785511;-0.0334785;-0.0237266;-0.00296895;-0.37037;-0.0385964;0.00925926;2.6943;0.37037;0.19245;0.0385964;-0.0385964;-0.240563;-0.0137174;-0.00531547;0.00115741;0.00533598;-0.0334785;-0.000571375;0.00705126;0.0385964;0.0334785;0.0240563;0.0997889;0.0334785;0.00925926;0.0237266;-0.000571375;-0.0300703;0.0740741;-0.00533598;-0.00142949;0.00122302;0.00296296;0.00374809;-0.00769711;0.000730138;0.00339522;0.000571375;0.00769711;0.00712778;0.0237266;0.0137174;0.00705126;0.0215544;0.00769711;-0.00296895;-0.00277737;0.000549483;0.00178555;0.00240774;-0.000730138;0.00277737;0.00300703;0.00531547;0.00533598;0.00339522;0.00960362;0.00533598;0.00115741;0.00785511;0.00277737;-0.0022898;0.00890973;
0.000571375;0.0196693;0.00960362;0.000730138;-0.00890973;-0.0215544;0.0385964;0.0740741;0.0237266;-0.0300703;-0.0997889;2.6943;0.240563;0.0385964;-0.240563;-2.6943;-0.37037;-0.19245;-0.37037;;-2.6943;-0.0334785;-0.00925926;0.0385964;-0.240563;-0.0997889;0.00531547;0.00925926;0.00374809;-0.00142949;-0.0072642;0.0237266;0.0196693;0.00531547;0.0997889;0.0300703;0.000571375;0.0385964;-0.00925926;-0.0334785;-0.0334785;-0.0240563;-0.0334785;0.00960362;0.0072642;0.00142949;-0.00374809;0.0215544;0.00890973;-0.000730138;0.0237266;0.00296895;-0.00769711;0.000571375;-0.00705126;-0.0137174;-0.00769711;-0.00712778;-0.00769711;-0.000571375;0.00453575;0.00335683;0.000427815;-0.00233964;-0.00455576;0.00785511;0.00375879;-0.000549483;0.00960362;0.0022898;-0.00277737;0.00531547;-0.00115741;-0.00533598;-0.000730138;-0.00339522;-0.00533598;0.00369589;0.0019245;-0.000364708;-0.00244876;0.00453575;0.00142844;-0.00128145;0.00374809;0.000152878;-0.00240774;0.00142949;-0.00122302;-0.00296296;-0.000549483;-0.00178555;-0.00240774;0.00277737;
0.00769711;0.00960362;0.0022898;-0.00277737;-0.00785511;-0.00890973;0.0334785;0.0237266;0.00296895;-0.0215544;-0.0300703;0.37037;0.0385964;-0.00925926;-0.0997889;-0.240563;-2.6943;-0.37037;-0.19245;-2.6943;;-0.0385964;0.0385964;0.240563;-2.6943;-0.240563;0.00533598;0.00374809;0.000152878;-0.00240774;-0.00453575;0.0137174;0.00531547;-0.00115741;0.0334785;0.000571375;-0.00705126;-0.0385964;-0.0334785;-0.0240563;-0.0997889;-0.0334785;-0.00925926;0.00533598;0.00142949;-0.00122302;-0.00296296;0.00769711;-0.000730138;-0.00339522;-0.000571375;-0.00769711;-0.00712778;-0.0237266;-0.0137174;-0.00705126;-0.0215544;-0.00769711;0.00296895;-0.0300703;0.00240774;0.000427815;-0.000881407;-0.0016539;-0.00152507;0.00277737;-0.000549483;-0.00178555;0.000730138;-0.00277737;-0.00300703;-0.00531547;-0.00533598;-0.00339522;-0.00960362;-0.00533598;-0.00115741;0.00128145;-0.000364708;-0.00103407;-0.00123994;0.000549483;-0.00128145;-0.0015396;-0.00142949;-0.00240774;-0.00178555;-0.00374809;-0.00296296;-0.00122302;-0.00453575;-0.00240774;0.000152878;-0.0022898;
0.00300703;0.000549483;-0.00128145;-0.0015396;-0.00128145;0.000549483;0.00712778;0.000730138;-0.00277737;-0.00277737;0.000730138;0.0240563;-0.000571375;-0.00769711;-0.00769711;-0.000571375;0.19245;-0.0385964;-0.0334785;-0.0334785;-0.0385964;;-2.6943;-0.37037;-0.37037;-2.6943;0.00178555;-0.000427815;-0.00123994;-0.00103407;-0.000364708;0.00339522;-0.00142949;-0.00240774;0.00705126;-0.00531547;-0.00533598;0.00925926;-0.0237266;-0.0137174;-0.240563;-0.0997889;-0.0334785;0.00122302;-0.00152507;-0.0016539;-0.000881407;0.00115741;-0.00374809;-0.00296296;-0.00296895;-0.00960362;-0.00533598;-0.0300703;-0.0215544;-0.00769711;-0.0740741;-0.0237266;0.000571375;-0.0385964;0.000342936;-0.00119643;-0.0010798;-0.000387105;0.000665919;-0.000152878;-0.00233964;-0.0016539;-0.0022898;-0.00453575;-0.00240774;-0.00890973;-0.00785511;-0.00277737;-0.0196693;-0.00960362;-0.000730138;-0.000371119;-0.00148489;-0.000971237;-2.31107e-05;-0.00142844;-0.00244876;-0.00123994;-0.00375879;-0.00369589;-0.00128145;-0.0072642;-0.00453575;-0.000549483;-0.00925926;-0.00374809;0.00142949;-0.00531547;
0.00277737;-0.00375879;-0.00369589;-0.00128145;0.00142844;0.00453575;0.00769711;-0.00890973;-0.00785511;0.0022898;0.00960362;0.0334785;-0.0300703;-0.0215544;0.00296895;0.0237266;0.37037;-0.240563;-0.0997889;-0.00925926;0.0385964;-2.6943;;-2.6943;-0.19245;-0.37037;0.000549483;-0.00335683;-0.00244876;-0.000364708;0.0019245;0.000730138;-0.0072642;-0.00453575;-0.000571375;-0.0196693;-0.00960362;-0.0385964;-0.0740741;-0.0237266;-2.6943;-0.240563;-0.0385964;-0.00142949;-0.00455576;-0.00233964;0.000427815;-0.00531547;-0.00925926;-0.00374809;-0.0237266;-0.0196693;-0.00531547;-0.0997889;-0.0300703;-0.000571375;-0.0385964;0.00925926;0.0334785;-0.37037;-0.00152507;-0.00274348;-0.00119643;0.000665919;0.00245866;-0.00374809;-0.00455576;-0.00152507;-0.00960362;-0.0072642;-0.00142949;-0.0215544;-0.00890973;0.000730138;-0.0237266;-0.00296895;0.00769711;-0.00233964;-0.00245866;-0.000665919;0.00119643;-0.00453575;-0.00335683;-0.000427815;-0.00785511;-0.00375879;0.000549483;-0.00960362;-0.0022898;0.00277737;-0.00531547;0.00115741;0.00533598;-0.0137174;
